ID,Type,Title,ContainerTitle,JournalAbbrev,Volume,Issue,Pages,Year,DOI,URL,Abstract,Authors,Source,Language
http://zotero.org/users/14600920/items/2X7J69W9,webpage,Risk Assessment of Pollutants in Biosolids,,,,,,2020,,https://www.epa.gov/biosolids/risk-assessment-pollutants-biosolids,Information on the risk assessment process for determining risk from pollutants found in biosolids.,US EPA,,en
http://zotero.org/users/14600920/items/9CDJ72GC,article-journal,Mass spectrometry imaging for biosolids characterization to assess ecological or health risks before reuse,Nature Communications,Nat Commun,14,,4244,2023,10.1038/s41467-023-40051-0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10349827/,"Biosolids are byproducts of wastewater treatment. With the increasing global population, the amounts of wastewater to be treated are expanding, along with the amounts of biosolids generated. The reuse of biosolids is now accepted for diversified applications in fields such as agriculture, engineering, agro-forestry. However, biosolids are known to be potential carriers of compounds that can be toxic to living beings or alter the environment. Therefore, biosolid reuse is subject to regulations, mandatory analyses are performed on heavy metals, persistent organic pollutants or pathogens. Conventional methods for the analysis of heavy metals and persistent organic pollutants are demanding, lengthy, and sometimes unsafe. Here, we propose mass spectrometry imaging as a faster and safer method using small amounts of material to monitor heavy metals and persistent organic pollutants in different types of biosolids, allowing for ecological and health risk assessment before reuse. Our methodology can be extended to other soil-like matrices., Mass spectrometry imaging is a suitable tool for the analysis of non-cohesive materials. Here, authors show that it can be used to detect persistent organic pollutants (POPs) and heavy metals (HMs) in biosolids using small amounts of material with speed and safety.","Villette, Claire; Maurer, Loïc; Zumsteg, Julie; Mutterer, Jérôme; Wanko, Adrien; Heintz, Dimitri",PubMed Central,
http://zotero.org/users/14600920/items/7ET46UXG,article-journal,Struvite recovery from anaerobically digested waste-activated sludge: A short review,Journal of Materials Research,Journal of Materials Research,38,16,3815-3826,2023,10.1557/s43578-023-01108-4,https://link.springer.com/10.1557/s43578-023-01108-4,"Abstract
            
              Effective treatment of waste streams such as municipal waste-activated sludge (WAS) presents an opportunity for energy and nutrient recovery, water reclamation, and mitigation of climate change. WAS is a waste product of the activated sludge treatment (AST) process widely used for municipal wastewater. Currently, WAS treatment and disposal account for up to 50% of the total operation cost and 40% of the total greenhouse gas emissions from wastewater treatment plants. Anaerobic digestion (AD) is usually preferred for WAS treatment since it is more economical compared to other existing technologies. The decomposition of sludge during AD releases nutrients, which are then discharged in the anaerobic effluent, polluting recipient water bodies and increasing the nutrient burden. The nutrients, mainly nitrogen (N), phosphorus (P), and potassium (K), can be crystallised into struvite (magnesium ammonium phosphate, NH
              4
              MgPO
              4
              .6H
              2
              O) with numerous agricultural applications as fertilisers. The present review focusses on struvite recovery from anaerobically digested WAS and its potential application for crop production.
            
            
              Graphical Abstract","Otieno, Benton; Funani, Charmaine Kgomotso; Khune, Selebogo Mervyn; Kabuba, John; Osifo, Peter",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/84X94YRN,book,Recovery of Nutrients from Anaerobically Digested Enhanced Biological Phosphorus Removal (EBPR) Sludge through Struvite Precipitation,,,,,,2018,,https://search.proquest.com/openview/34241af1bb965e880826630cf2d2ada0/1?pq-origsite=gscholar&cbl=18750&diss=y,,"Balaguer-Barbosa, Maraida",Google Scholar,
http://zotero.org/users/14600920/items/VB52KEZH,thesis,Optimization of phosphorus recovery from anaerobic digester supernatant through a struvite crystallization fluidized bed reactor,,,,,,2016,,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0340473,"Phosphorus is an essential element for all living organisms, but its supply is limited. On the other hand, phosphorus recovery from domestic wastewater can satisfy 15-20 % of current phosphate rock demand. Moreover, struvite scaling is a concern for wastewater engineers as it clo","Ghosh, Shayok",open.library.ubc.ca,eng
http://zotero.org/users/14600920/items/UVDKRBXT,article-journal,Struvite precipitation in wastewater treatment plants anaerobic digestion supernatants using a magnesium oxide by-product,Science of The Total Environment,,890,,164084,2023,,https://www.sciencedirect.com/science/article/pii/S0048969723027055,,"Aguilar-Pozo, Verónica Belén; Chimenos, J. M.; Elduayen-Echave, B.; Olaciregui-Arizmendi, K.; López, A.; Gómez, J.; Guembe, M.; García, I.; Ayesa, E.; Astals, S.",Google Scholar,
http://zotero.org/users/14600920/items/RBRPPXYG,book,Energy and combustion science,,,,,,2013,,"https://books.google.com/books?hl=en&lr=&id=7Lu2AgAAQBAJ&oi=fnd&pg=PP1&dq=Chigier,+N.+A.+(Ed.).+(2013).+Energy+and+combustion+science.+Elsevier.&ots=UAST4aORz4&sig=W2hHtJIbBbYWU5pULVgEBDG4sog",,"Chigier, Norman A.",Google Scholar,
http://zotero.org/users/14600920/items/AE8DDHSG,article-journal,Tricks and tracks in waste management with a special focus on municipal landfill leachate: Leads and obstacles,Science of The Total Environment,,860,,160377,2023,,https://www.sciencedirect.com/science/article/pii/S0048969722074794,,"Mohanty, Swayansu Sabyasachi; Vyas, Shaili; Koul, Yamini; Prajapati, Priya; Varjani, Sunita; Chang, Jo-Shu; Bilal, Muhammad; Moustakas, Konstantinos; Show, Pau Loke; Vithanage, Meththika",Google Scholar,
http://zotero.org/users/14600920/items/2RFWLBC2,article-journal,"Sources, presence and potential effects of contaminants of emerging concern in the marine environments of the Great Barrier Reef and Torres Strait, Australia",Science of the Total Environment,,719,,135140,2020,,https://www.sciencedirect.com/science/article/pii/S0048969719351320,,"Kroon, Frederieke J.; Berry, Kathryn LE; Brinkman, Diane L.; Kookana, Rai; Leusch, Frederic DL; Melvin, Steven D.; Neale, Peta A.; Negri, Andrew P.; Puotinen, Marji; Tsang, Jeffrey J.",Google Scholar,
http://zotero.org/users/14600920/items/WQJDC8RG,article-journal,"A Review of Wastewater Sludge-to-Energy Generation focused on Thermochemical Technologies: An Improved Technological, Economical and Socio-Environmental Aspect",Cleaner Waste Systems,,,,100130,2024,,https://www.sciencedirect.com/science/article/pii/S2772912524000022,,"Nkuna, Simphiwe Gift; Olwal, Thomas Otieno; Chowdhury, SP Daniel; Ndambuki, Julius Musyoka",Google Scholar,
http://zotero.org/users/14600920/items/BQIZWAJ6,article-journal,Wastewater treatment for reuse in agriculture: Prospects and challenges,Environmental Research,,,,116711,2023,,https://www.sciencedirect.com/science/article/pii/S0013935123015153,,"Al-Hazmi, Hussein E.; Mohammadi, Ali; Hejna, Aleksander; Majtacz, Joanna; Esmaeili, Amin; Habibzadeh, Sajjad; Saeb, Mohammad Reza; Badawi, Michael; Lima, Eder C.; Mąkinia, Jacek",Google Scholar,
http://zotero.org/users/14600920/items/KQ99L2QP,article-journal,"Societal values, tensions and uncertainties in resource recovery from wastewaters",Journal of Environmental Management,,319,,115759,2022,,https://www.sciencedirect.com/science/article/pii/S0301479722013329,,"Parada, Mar Palmeros; Kehrein, Philipp; Xevgenos, Dimitrios; Asveld, Lotte; Osseweijer, Patricia",Google Scholar,
http://zotero.org/users/14600920/items/YGF8S83V,article-journal,Recent developments and prospects of sustainable remediation treatments for major contaminants in soil: A review,Science of The Total Environment,,,,168769,2023,,https://www.sciencedirect.com/science/article/pii/S0048969723073977,,"Lee, Hyeyeon; Sam, K.; Coulon, Frédéric; De Gisi, Sabino; Notarnicola, Michele; Labianca, Claudia",Google Scholar,
http://zotero.org/users/14600920/items/I9WGPCPD,article-journal,Chemical oxidation as an alternative for municipal wastewater secondary treatment: a review,Reviews in Environmental Science and Bio/Technology,Rev Environ Sci Biotechnol,23,1,43-65,2024,10.1007/s11157-024-09684-5,https://link.springer.com/10.1007/s11157-024-09684-5,,"Booton, Alex; Mayer, Brooke K.; Zitomer, Daniel H.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/N2XBNQ33,article-journal,"Persistent, mobile and toxic (PMT) and very persistent and very mobile (vPvM) substances pose an equivalent level of concern to persistent, bioaccumulative and toxic (PBT) and very persistent and very bioaccumulative (vPvB) substances under REACH",Environmental Sciences Europe,Environ Sci Eur,32,1,155,2020,10.1186/s12302-020-00440-4,https://enveurope.springeropen.com/articles/10.1186/s12302-020-00440-4,"Abstract
            
              Background
              Under the EU chemicals regulation REACH (Registration, Evaluation, Authorisation and Restriction of Chemicals EC 1907/2006), registrants are not obliged to provide information related to intrinsic substance properties for substances that pose a threat to the drinking water resources. In 2019, perfluorobutane sulfonic acid (PFBS) and 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoic acid (HFPO-DA trade name GenX) were demonstrated to have an equivalent level of concern (ELoC) to persistent, bioaccumulative and toxic or very persistent and very bioaccumulative (PBT/vPvB) substances owing to their persistent, mobile and toxic (PMT) substance properties and very persistent and very mobile (vPvM) substance properties, respectively. They were both subsequently identified as substances of very high concern (SVHC) applying Article 57(f) in REACH. This work follows up on this regulatory decision by presenting a science based, conceptual level comparison that all PMT/vPvM substances pose an ELoC to PBT/vPvB substances. Using the two cases named above, as well as 1,4-dioxane, 16 categories were developed to evaluate a) serious effects on human health, b) serious effects on the environment and c) additional effects. 1,4-dioxane has recently been proposed to be classified as Carcinogenic 1B by the Committee for Risk Assessment (RAC). The aim was to enable an objective and scientifically justified conclusion that these classes of substances have an equivalent level of concern for the environment and human health.
            
            
              Results
              In all of the categories related to human health, the environment and other effects, the PMT/vPvM case study substances exhibited comparable effects to PBT/vPvB substances. A difference in the human and environmental exposure pathways of PMT/vPvM and PBT/vPvB substances exists as they vary temporally and spatially. However, effects and impacts are similar, with PMT/vPvM substances potentially accumulating in (semi-)closed drinking water cycles and pristine aquatic environments, and PBT/vPvB substances accumulating in humans and the food chain. Both PMT/vPvM and PBT/vPvB substances share the common difficulty that long term and long-range transport and risk of exposure is very difficult to determine in advance and with sufficient accuracy.
            
            
              Conclusion
              The registration process of substances under REACH should reflect that PMT/vPvM substances pose an equivalent level of concern to PBT/vPvB substances.","Hale, Sarah E.; Arp, Hans Peter H.; Schliebner, Ivo; Neumann, Michael",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/JKUGNMDQ,article-journal,Opportunities for Treatment and Reuse of Agricultural Drainage in the United States,ACS ES&T Engineering,ACS EST Eng.,2,3,292-305,2022,10.1021/acsestengg.1c00277,https://pubs.acs.org/doi/10.1021/acsestengg.1c00277,,"Hejase, Charifa A.; Weitzel, Katelin A.; Stokes, Sean C.; Grauberger, Brandi M.; Young, Robert B.; Arias-Paic, Miguel S.; Kong, Minghao; Chae, Soryong; Bandhauer, Todd M.; Tong, Tiezheng; Herber, Daniel R.; Stout, Sherry; Miara, Ariel; Huang, Zhe; Evans, Anna; Kurup, Parthiv; Talmadge, Michael; Kandt, Alicen; Stokes-Draut, Jennifer R.; Macknick, Jordan; Borch, Thomas; Dionysiou, Dionysios D.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/Q76ATG2H,article-journal,Water Analysis: Emerging Contaminants and Current Issues,Analytical Chemistry,Anal. Chem.,81,12,4645-4677,2009,10.1021/ac9008012,https://pubs.acs.org/doi/10.1021/ac9008012,,"Richardson, Susan D.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/9PPCB459,article-journal,Assessing the Fate of Dissolved Organic Compounds in Landfill Leachate and Wastewater Treatment Systems,ACS ES&T Water,ACS EST Water,2,12,2502-2509,2022,10.1021/acsestwater.2c00320,https://pubs.acs.org/doi/10.1021/acsestwater.2c00320,,"Doyle, Michael G.; Odenkirk, Melanie T.; Stewart, Allison K.; Nelson, Jacob P.; Baker, Erin S.; De La Cruz, Florentino",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/PJ88JSDY,article-journal,Fit-for-purpose urban wastewater reuse: Analysis of issues and available technologies for sustainable multiple barrier approaches,Critical Reviews in Environmental Science and Technology,Critical Reviews in Environmental Science and Technology,51,15,1619-1666,2021,10.1080/10643389.2020.1763231,https://www.tandfonline.com/doi/full/10.1080/10643389.2020.1763231,,"Capodaglio, Andrea G.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/GJB3HVE7,article-journal,"Residuals, sludge, and biosolids: Advancements in the field",Water Environment Research,Water Environment Research,92,10,1541-1551,2020,10.1002/wer.1402,https://onlinelibrary.wiley.com/doi/10.1002/wer.1402,"Abstract
            Advancements in the field of residuals, sludge, and biosolids have been made in 2019. This review outlines the major contributions of researchers that have been published in peer‐reviewed journals and conference proceedings throughout 2019 and includes brief summaries from over 125 articles. The review is organized in sections including life cycle and risk assessments; characteristics, quality, and measurement including micropollutants, nanoparticles, pathogens, and metals; sludge treatment technologies including dewatering, digestion, composting, and wetlands; disposal and reuse including adsorbents, land application and agricultural uses, nutrient recovery, and innovative uses; odor and air emissions; and energy issues.","Brisolara, Kari B.; Gentile, Bailey; Puszykowski, Kate; Bourgeois, John",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/GTLTS67E,article-journal,"The Future of Municipal Wastewater Reuse Concentrate Management: Drivers, Challenges, and Opportunities",Environmental Science & Technology,Environ. Sci. Technol.,58,1,3-16,2024,10.1021/acs.est.3c06774,https://pubs.acs.org/doi/10.1021/acs.est.3c06774,,"Finnerty, Casey T. K.; Childress, Amy E.; Hardy, Kevin M.; Hoek, Eric M. V.; Mauter, Meagan S.; Plumlee, Megan H.; Rose, Joan B.; Sobsey, Mark D.; Westerhoff, Paul; Alvarez, Pedro J. J.; Elimelech, Menachem",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/9ITKFK8H,article-journal,Fate of Environmental Pollutants,Water Environment Research,Water Environment Research,86,10,1714-1773,2014,10.2175/106143014X14031280668371,https://onlinelibrary.wiley.com/doi/10.2175/106143014X14031280668371,"A review of the literature published in 2013 on topics relating to the fate of emerging environmental pollutants during wastewater treatment is presented. This review is divided into the following sections: emerging biological agents, estrogens, metals, nanomaterials, nutrients, persistent organic pollutants, pharmaceuticals and personal care products and herbicide, and trace organic contaminants.","Padhye, Lokesh P.; Tezel, Ulas",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/P3KY63QG,article-journal,"Emerging Pollutants–Part I: Occurrence, Fate and Transport",Water Environment Research,Water Environment Research,90,10,1301-1322,2018,10.2175/106143018X15289915807236,https://onlinelibrary.wiley.com/doi/10.2175/106143018X15289915807236,"The presence of emerging pollutants (EPs) in water poses a potentially new and serious challenge on human health. Here, we reviewed the relevant literatures published in 2017, summarized the occurrence, environmental fate, transport and impacts of EPs in the environment, and analyzed the environmental toxicity of personal care products (PPCPs), endocrine disrupting chemicals (EDCs), antibiotics and antibiotic resistance genes (ARGs), nanoparticles (NPs) and nanomaterials (NMs). This — review mainly focused on the occurrence surveys on surface water and the associations between exposure to EPs and toxicity of testing organisms. The control strategies and regulation for EPs based on the screening and monitoring methods were also discussed. Future efforts should be made to establish a comprehensive framework to study the adverse effects of EPs on organisms and new policies and legislations should be developed to control the release of hazardous EPs to the environment.","Zhao, Yanting; Ye, Lin; Zhang, Xu‐Xiang",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/TIR26Q9Y,article-journal,"Water, Water Everywhere, but Every Drop Unique: Challenges in the Science to Understand the Role of Contaminants of Emerging Concern in the Management of Drinking Water Supplies",GeoHealth,GeoHealth,7,12,e2022GH000716,2023,10.1029/2022GH000716,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2022GH000716,"Abstract
            The protection and management of water resources continues to be challenged by multiple and ongoing factors such as shifts in demographic, social, economic, and public health requirements. Physical limitations placed on access to potable supplies include natural and human‐caused factors such as aquifer depletion, aging infrastructure, saltwater intrusion, floods, and drought. These factors, although varying in magnitude, spatial extent, and timing, can exacerbate the potential for contaminants of concern (CECs) to be present in sources of drinking water, infrastructure, premise plumbing and associated tap water. This monograph examines how current and emerging scientific efforts and technologies increase our understanding of the range of CECs and drinking water issues facing current and future populations. It is not intended to be read in one sitting, but is instead a starting point for scientists wanting to learn more about the issues surrounding CECs. This text discusses the topical evolution CECs over time (Section 1), improvements in measuring chemical and microbial CECs, through both analysis of concentration and toxicity (Section 2) and modeling CEC exposure and fate (Section 3), forms of treatment effective at removing chemical and microbial CECs (Section 4), and potential for human health impacts from exposure to CECs (Section 5). The paper concludes with how changes to water quantity, both scarcity and surpluses, could affect water quality (Section 6). Taken together, these sections document the past 25 years of CEC research and the regulatory response to these contaminants, the current work to identify and monitor CECs and mitigate exposure, and the challenges facing the future.
          , 
            Plain Language Summary
            Contaminants of emerging concern (CECs) are included in an ever‐evolving list of chemicals and microorganisms that are not currently regulated in drinking, recreational, or environmental waters but may be detrimental to human or ecological health. Advances in analytical technology have allowed the detection of these contaminants at ever decreasing concentrations. Additional techniques, such as nontargeted analyses and bioanalytical tools, have expanded our understanding on the occurrence of CECs both individually and in mixtures. Even with new analytical tools, little is known about the potentially tens of thousands of CECs that may be present in water. Models could be used to predict the fate and occurrence of these contaminants. Information on the toxicity to human and aquatic life, both for individual contaminants and mixtures, can follow environmental detection. Advancements in wastewater and drinking water treatment have increased the capacity for the reduction of contaminants in water. More research would be useful to determine human exposures that are occurring through all exposure routes to determine if, and where, additional treatment would be beneficial. If water resources become more limited due to population increases, climatic change, poor treatment performance, or other factors, CECs may become a larger concern for human and ecological health.
          , 
            Key Points
            
              
                
                  Contaminants of emerging concern (CECs) are an ever‐evolving list of chemicals and microorganisms that are not currently regulated in water
                
                
                  Advances in analytical technology have allowed the detection of individual and mixtures of CECs at ever decreasing concentrations
                
                
                  Transdisciplinary research can be used to address science gaps in water monitoring, treatment optimization, and source water protection","Glassmeyer, Susan T.; Burns, Emily E.; Focazio, Michael J.; Furlong, Edward T.; Gribble, Matthew O.; Jahne, Michael A.; Keely, Scott P.; Kennicutt, Alison R.; Kolpin, Dana W.; Medlock Kakaley, Elizabeth K.; Pfaller, Stacy L.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/3WZYS5L9,article-journal,A Critical Review of Extraction and Identification Methods of Microplastics in Wastewater and Drinking Water,Environmental Science & Technology,Environ. Sci. Technol.,54,12,7037-7049,2020,10.1021/acs.est.9b06672,https://doi.org/10.1021/acs.est.9b06672,"This critical review analyzes methodologies used to collect, quantify, and characterize microplastics in both wastewater and drinking water. Researchers used different techniques at all stages, from collection to characterization, for quantifying microplastics in urban water systems. This represents a barrier to comprehensively assess the current loads of microplastic and to compare the results obtained by such assessments. The compiled studies address microplastic contamination using four types of sample collection techniques, four methods for processing samples, and four techniques for characterizing microplastics. This results in significant discrepancies in each of the following: (1) reported concentrations in both wastewater effluents and drinking water, (2) microplastic characteristics (i.e., size, color, shape, and composition), and (3) quality control and assurance procedures. Finally, this review qualitatively evaluated the reports by the completeness of their data based on a ranking system using five criteria: sample collection, sample processing, quality control, identification technique, and results. The results of this ranking system clarify disparities between the studies.","Elkhatib, Dounia; Oyanedel-Craver, Vinka",ACS Publications,
http://zotero.org/users/14600920/items/HD6EH8UX,article-journal,Treatment of Highway Stormwater Runoff Using Sustainable Biochar: A Review,Journal of Environmental Engineering,,149,2,03122005,2023,10.1061/JOEEDU.EEENG-7049,https://ascelibrary.org/doi/10.1061/JOEEDU.EEENG-7049,"AbstractHuman activities and atmospheric deposits on highways have led to an increase of pollutants
in highway stormwater runoff. The reduction of these pollutants to a minimum acceptance
level has been a great subject of concern for the US Department of ...Practical ApplicationsHighway networks impact water bodies and watersheds by collecting and transporting
pollutants through stormwater runoff. These pollutants are detrimental to aquatic
lives and water quality and include solids (dissolved and suspended),...","Ouedraogo, Angelika S.; Yuzhu Fu, George; Yunus, Ahmed I.",ASCE,EN
http://zotero.org/users/14600920/items/PF4SDW8T,article-journal,Properties of biochar,Fuel,Fuel,217,,240-261,2018,10.1016/j.fuel.2017.12.054,https://www.sciencedirect.com/science/article/pii/S0016236117316216,"Biochar can be used in a large number of applications, ranging from heat and power production to soil amendment. The properties of carbonized biomass depend on the feedstock and the process conditions. Selection of suitable conditions to produce a char with the desired properties therefore requires knowledge of dependencies and influencing factors, both quantitatively and qualitatively. This paper reviews and summarizes the results from a large number of experiments on biochar production in order to give a general overview of the properties that can be achieved by feedstock selection and process design. Production processes include both torrefaction as well as slow pyrolysis at high temperatures. The data evaluation has shown that among all process conditions, the treatment temperature has by far the most dominant influence on all properties. Especially the rather narrow temperature range between 200 and 400 °C causes the most significant changes and is therefore very sensible to influences and possibly difficult to control.","Weber, Kathrin; Quicker, Peter",ScienceDirect,
http://zotero.org/users/14600920/items/K5MLGQ39,article-journal,Plenty of room for carbon on the ground: Potential applications of biochar for stormwater treatment,Science of the Total Environment,Science of The Total Environment,,,1644-1658,2018,10.1016/j.scitotenv.2018.01.037,,"Highlights: • Critical review of biochar used in low impact development (LID) • Benefits
and limitations of biochar use are discussed • Biochar removes a wide range of stormwater
pollutants • Biochar can manipulate hydraulic and ecological functions of LID • Biochar
could increase resiliency of LID Low impact development (LID) systems are increasingly
used to manage stormwater, but they have limited capacity to treat stormwater—a resource
to supplement existing water supply in water-stressed urban areas To enhance their
pollutant removal capacity, infiltration-based LID systems can be augmented with natural
or engineered geomedia that meet the following criteria: they should be economical,
readily available, and have capacity to remove a wide range of stormwater pollutants
in conditions expected during intermittent infiltration of stormwater Biochar, a carbonaceous
porous co-product of waste biomass pyrolysis/gasification, meets all these criteria
Biochar can adsorb pollutants, improve water-retention capacity of soil, retain and
slowly release nutrients for plant uptake, and help sustain microbiota in soil and
plants atop; all these attributes could help improve removal of contaminants in stormwater
treatment systems This article discusses contaminant removal mechanisms by biochar,
summarizes specific biochar properties that enhance targeted contaminants removal
from stormwater, and identifies challenges and opportunities to retrofit biochar in
LID to optimize stormwater treatment","Mohanty, Sanjay K.; Valenca, Renan; Berger, Alexander W.; Yu, Iris K.M.; Xiong, Xinni; Saunders, Trenton M.; Tsang, Daniel C.W.",International Nuclear Information System,
http://zotero.org/users/14600920/items/J8FT5IFZ,article-journal,Per‐ and Polyfluoroalkyl Substance Toxicity and Human Health Review: Current State of Knowledge and Strategies for Informing Future Research,Environmental Toxicology and Chemistry,Enviro Toxic and Chemistry,40,3,606-630,2021,10.1002/etc.4890,https://setac.onlinelibrary.wiley.com/doi/10.1002/etc.4890,"Abstract
            
              Reports of environmental and human health impacts of per‐ and polyfluoroalkyl substances (PFAS) have greatly increased in the peer‐reviewed literature. The goals of the present review are to assess the state of the science regarding toxicological effects of PFAS and to develop strategies for advancing knowledge on the health effects of this large family of chemicals. Currently, much of the toxicity data available for PFAS are for a handful of chemicals, primarily legacy PFAS such as perfluorooctanoic acid and perfluorooctane sulfonate. Epidemiological studies have revealed associations between exposure to specific PFAS and a variety of health effects, including altered immune and thyroid function, liver disease, lipid and insulin dysregulation, kidney disease, adverse reproductive and developmental outcomes, and cancer. Concordance with experimental animal data exists for many of these effects. However, information on modes of action and adverse outcome pathways must be expanded, and profound differences in PFAS toxicokinetic properties must be considered in understanding differences in responses between the sexes and among species and life stages. With many health effects noted for a relatively few example compounds and hundreds of other PFAS in commerce lacking toxicity data, more contemporary and high‐throughput approaches such as read‐across, molecular dynamics, and protein modeling are proposed to accelerate the development of toxicity information on emerging and legacy PFAS, individually and as mixtures. In addition, an appropriate degree of precaution, given what is already known from the PFAS examples noted, may be needed to protect human health.
              Environ Toxicol Chem
              2021;40:606–630. © 2020 SETAC","Fenton, Suzanne E.; Ducatman, Alan; Boobis, Alan; DeWitt, Jamie C.; Lau, Christopher; Ng, Carla; Smith, James S.; Roberts, Stephen M.",DOI.org (Crossref),en
http://zotero.org/users/14600920/items/PFLVKYUX,article-journal,<i>Per</i>- and polyfluoroalkyl substances (PFAS) in livestock and game species: A review,Science of The Total Environment,Science of The Total Environment,774,,144795,2021,10.1016/j.scitotenv.2020.144795,https://www.sciencedirect.com/science/article/pii/S0048969720383285,"Per- and polyfluoroalkyl substances (PFAS) are synthetic, organic chemicals that resist environmental breakdown. The properties that made PFAS into an industrial success also led to their persistence and bioaccumulation. As PFAS were widely used for many decades their presence is evident globally, and their persistence and potential for toxicity create concern for human, animal and environmental health. Following the precautionary principle, a reduction in human exposure is generally recommended. The most significant source of human exposure to PFAS is dietary intake (food and water) with additional exposure via dust. As PFAS concentrations have been more frequently studied in aquatic food sources, there is less understanding of exposure via terrestrial animals. To further define human exposure via animal products, it is necessary to determine PFAS concentrations and persistence in terrestrial livestock and game species. Studies assessing ambient concentrations of PFAS have noted that, aside from point sources of contamination, there is generally low input of PFAS into terrestrial agricultural food chains. However, livestock and game species may be exposed to PFAS via contaminated water, soil, substrate, air or food, and the contribution of these exposures to PFAS concentrations in food products is less well studied. This review focuses on perfluoroalkyl substances (PFAAs) and compiles information from terrestrial livestock and game species as a source of dietary exposure in humans, and discusses toxicokinetics and health effects in animals, while identifying future focus areas. Publications describing the transfer of PFAAs to farmed and hunted animals are scarce, and demonstrate large variability in distribution and elimination. We outline several relatively small, short-term studies in cattle, sheep, pigs and poultry. While negative effects have not been noted, the poultry investigations were the only studies to explicitly assess health effects. Comparative information is presented on PFAA concentrations in livestock products and edible tissues of game animals.","Death, Clare; Bell, Cameron; Champness, David; Milne, Charles; Reichman, Suzie; Hagen, Tarah",ScienceDirect,
http://zotero.org/users/14600920/items/EAV9IWBM,article-journal,Column percolation test for contaminated soils: Key factors for standardization,Journal of Hazardous Materials,Journal of Hazardous Materials,320,,326-340,2016,10.1016/j.jhazmat.2016.08.046,https://www.sciencedirect.com/science/article/pii/S0304389416307683,"Column percolation tests may be suitable for prediction of chemical leaching from soil and soil materials. However, compared with batch leaching tests, they are time-consuming. It is therefore important to investigate ways to shorten the tests without affecting the quality of results. In this study, we evaluate the feasibility of decreasing testing time by increasing flow rate and decreasing equilibration time compared to the conditions specified in ISO/TS 21268-3, with equilibration periods of 48h and flow rate of 12mL/h. We tested three equilibration periods (0, 12⿿16, and 48h) and two flow rates (12 and 36mL/h) on four different soils and compared the inorganic constituent releases. For soils A and D, we observed similar values for all conditions except for the 0h⿿36mL/h case. For soil B, we observed no appreciable differences between the tested conditions, while for soil C there were no consistent trends probably due to the difference in ongoing oxidation reactions between soil samples. These results suggest that column percolation tests can be shortened from 20 to 30days to 7⿿9days by decreasing the equilibration time to 12⿿16h and increasing the flow rate to 36mL/h for inorganic substances.","Naka, Angelica; Yasutaka, Tetsuo; Sakanakura, Hirofumi; Kalbe, Ute; Watanabe, Yasutaka; Inoba, Seiji; Takeo, Miyuki; Inui, Toru; Katsumi, Takeshi; Fujikawa, Takuro; Sato, Kenichi; Higashino, Kazuo; Someya, Masayuki",ScienceDirect,
http://zotero.org/users/14600920/items/XNI8U23D,article-journal,Emerging contaminants and treatment options in water recycling for indirect potable use,Water Science and Technology,Water Science and Technology,57,1,99-107,2008,10.2166/wst.2008.799,https://doi.org/10.2166/wst.2008.799,"Solutions to global water stress problems are urgently needed yet must be sustainable, economical and safe. The utilisation of alternative water sources like reclaimed municipal wastewater is one of the most obvious and promising options in integrated water resources management. Among the various beneficial uses of reclaimed wastewater Aquifer Recharge (AR) receives growing attention because it features advantages such as additional natural treatment, storage capacity to buffer seasonal variations of supply and demand as well as mixing with natural water bodies which promotes the acceptance of further uses, particularly indirect potable use. Major concerns about the safety of this exploitation route of an alternative water source are connected to microbial and chemical contaminants occurring in wastewater, among which are emerging trace organics like endocrine disrupters and pharmaceuticals. This paper reviews the current international debate about the relevance of emerging contaminants and technical mitigation options in water recycling for indirect potable use.","Wintgens, T.; Salehi, F.; Hochstrat, R.; Melin, T.",Silverchair,
